,sat_critical_reading_avg_score,sat_math_avg_score,sat_writing_avg_score,Total_1600,num_of_sat_test_takers,dbn,District,School_Num,school_name,Zip,Nhood,Med Income,Latitude,Longitude
460,405.0,375.0,370.0,780.0,10,31R607,31,R607,YOUNG ADULT BOROUGH CENTER AT STATEN IS TECH HS,-,-,-,-,-
461,380.0,366.0,352.0,746.0,50,32K403,32,K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,11237,Bushwick North,35354,40.69697,-73.910791
462,384.0,409.0,361.0,793.0,88,32K545,32,K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE–BUSHWICK,11221,Bushwick South,34005,40.694507,-73.929107
463,348.0,353.0,334.0,701.0,75,32K549,32,K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,11237,Bushwick North,35354,40.69697,-73.910791
464,342.0,364.0,354.0,706.0,67,32K552,32,K552,ACADEMY OF URBAN PLANNING,11237,Bushwick North,35354,40.69697,-73.910791
465,428.0,465.0,422.0,893.0,39,32K554,32,K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,11237,Bushwick North,35354,40.69737,-73.913171
466,347.0,358.0,350.0,705.0,23,32K556,32,K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,11221,Bushwick South,34005,40.695056,-73.92814
467,359.0,317.0,358.0,676.0,24,32K564,32,K564,BUSHWICK COMMUNITY HIGH SCHOOL,11221,Bushwick North,34005,40.695362,-73.915142
468,,,,,s,75K371,75,K371,P.S. 371 s LILLIAN L. RASHKIS,11232,Sunset Park West,34807,40.654293,-74.005889
469,,,,,s,75M035,75,M035,P.S. 035,10019,Clinton,84786,40.763866,-73.985939
470,,,,,s,75Q256,75,Q256,P.S. Q256,11791,-,136222,,
471,429.0,444.0,433.0,873.0,32,75Q811,75,Q811,P.S. Q811,11362,Douglas Manor-Douglaston-Little Neck,74826,40.756778,-73.729487
472,,,,,s,75R025,75,R025,SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25,10309,Annadale-Huguenot-Prince's Bay-Eltingville,84917,40.508809,-74.222403
473,,,,,s,75X012,75,X012,P.S. X012 LEWIS AND CLARK SCHOOL,10461,Van Nest-Morris Park-Westchester Square,47715,40.840145,-73.844419
474,,,,,s,75X754,75,X754,J. M. RAPPORT SCHOOL CAREER DEVELOPMENT,10455,Mott Haven-Port Morris,22828,40.811162,-73.909804
475,,,,,s,79M645,79,M645,SCHOOL FOR COOPERATIVE TECHNICAL EDUCATION,-,-,-,-,-
476,496.0,400.0,426.0,896.0,8,79Q950,79,Q950,GED PLUS s CITYWIDE,-,-,-,-,-
477,367.0,370.0,360.0,737.0,9,79X490,79,X490,PHOENIX ACADEMY,-,-,-,-,-
